Language name,Alternate language names,Country,Region,Resource Title,Resource URL,Resource type,,,,,,,,
Giziga,,Cameroon,Africa,Information and prevention video from VirALLanguages,https://www.youtube.com/watch?v=8lKJdgbobHQ,Video,,,,,,,,
Gawri,"ګاوری, Kalami, کالامي, Bashkarik",Pakistan,South Asia,Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=8oleNvmubfg&amp,feature=youtu.be,Video,,,,,,,
Setswana,Tswana,"Botswana, South Africa, Namibia, Zimbabwe",Africa,Prevention video,https://www.youtube.com/watch?v=A5tJxSJQ730,Video,,,,,,,,
Russian,русский,Russia,Europe,Refugee Response info video,https://www.youtube.com/watch?v=AGPiRdpN93c&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=7,Video,,,,,,
Sipakapense,,Guatemala,Mexico-Central America-Caribbean,Information and prevention video,https://www.youtube.com/watch?v=aoQIbQoDbvE,Video,,,,,,,,
Sipakapense,,Guatemala,Mexico-Central America-Caribbean,Radio Announcement on prevention,https://www.youtube.com/watch?v=aoQIbQoDbvE&amp,feature=share&amp,fbclid=IwAR1kM5duXXHH-7kyhF2tOLESuHktJdzPDG7vtvcOjNUgFGWul6bkNQiEODI,Video,,,,,,
Lingala,,"DR Congo, Republic of Congo, Central African Republic, Angola",Africa,Information video,https://www.youtube.com/watch?v=AqautWcCQx8,Video,,,,,,,,
Portuguese,Português,,"Europe, South America, Africa",Brazil How to prevent video,https://www.youtube.com/watch?v=aQCnF1yY7Uc,Video,,,,,,,,
Nepali,नेपाली,"Nepal, India",South Asia,Refugee Response info video,https://www.youtube.com/watch?v=-asD4YBVBJQ&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=11,Video,,,,,,
Aghem,"Wum, Yum",Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=bfM5QjOd3yg,Video,,,,,,,,
Maay Maay,"Mai-mai, Af-maymay","Somalia, Ethiopia, Kenya",Africa,"Information video from City of Lewiston, ME",https://www.youtube.com/watch?v=bk5GPk4-imA,Video,,,,,,,,
Mam,,"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=BnxBBQwph8I&amp,fbclid=IwAR3sztoETC4ZNabWqiX2AjfeIze9zuzX9gcxQ-ylCqI115f_EeSRJf1QpTQ,Video,,,,,,,
Mam,,"Guatemala, Mexico",Mexico-Central America-Caribbean,Information and prevention video,https://www.youtube.com/watch?v=BnxBBQwph8I&amp,feature=youtu.be,Video,,,,,,,
Mixteco del oeste,to'on savi,Mexico,Mexico-Central America-Caribbean,Prevention and information video from MICOP (Guadalupe Nundaca variety),https://www.youtube.com/watch?v=BRoRroQZHUQ,Video,,,,,,,,
Mixteco del oeste,to'on savi,Mexico,Mexico-Central America-Caribbean,Prevention and information video from MICOP (San Martín Peras variety),https://www.youtube.com/watch?v=BRoRroQZHUQ,Video,,,,,,,,
Mixteco,Tu'un savi,Mexico,Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=BRoRroQZHUQ&amp,feature=youtu.be,Video,,,,,,,
Awakateka,Awakateko,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=BR-VmtuYrGg&amp,feature=youtu.be,Video,,,,,,,
Uspanteko,,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=BX5zUuiWaS8&amp,feature=youtu.be,Video,,,,,,,
"Tibetan, Standard","བོད་སྐད་, Bod skad, Böké",Tibet,East Asia,COVID-19 awareness video,https://www.youtube.com/watch?v=Cge0IyC5SYw,Video,,,,,,,,
Tshivenda,Venda,"South Africa, Zimbabwe",Africa,Prevention video,https://www.youtube.com/watch?v=ckYyDtKj934,Video,,,,,,,,
Zou,"Zo, Zomi, Zokam","Myanmar, India","Southeast Asia, South Asia",&ldquo,What is coronavirus&rdquo, video,https://www.youtube.com/watch?v=cLMBTvEK6Hw&amp,list=PL6XsN1SNHIDDUQ4xDwC6KMJKe6gcz8h4-&amp,index=5&amp,t=0s,Video,,,
Afrikaans,,South Africa,Africa,Prevention with facts video,https://www.youtube.com/watch?v=CuAfAQz48bE,Video,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=d2nTDBTV_4M,Video,,,,,,,,
Mundabli,,Cameroon,Africa,Video from VirALLanguages on using face masks,https://www.youtube.com/watch?v=D8OljUxtM2U,Video,,,,,,,,
Navajo,Diné Bizaad,US,North America,Tuba City RHCC info video,https://www.youtube.com/watch?v=dAI6so5eTTU&amp,feature=youtu.be,Video,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,Refugee Response info video,https://www.youtube.com/watch?v=dCIRfAVDkQM&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=6,Video,,,,,,
Wakhi,"وخی, x̌ik zik","Pakistan, Afghanistan, China, Tajikistan","South Asia, Near East",Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=DdLpgpLVWm0&amp,feature=youtu.be,Video,,,,,,,
Tseltal,Tzeltal,Mexico,Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=DEJZA9TRpFo,Video,,,,,,,,
Obang,"Menchum, Befang",Cameroon,Africa,Info and prevention video from VirALLanguages,https://www.youtube.com/watch?v=Dq8uAMLMqHg,Video,,,,,,,,
Babanki,,Cameroon,Africa,Prevention and information video from VirALLanguages,https://www.youtube.com/watch?v=e2XxEuXTDL0,Video,,,,,,,,
Mopan,,"Guatemala, Belize",Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=E4Y6J7Mro-o,Video,,,,,,,,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Basic prevention video,https://www.youtube.com/watch?v=edAkVgsmVxE,Video,,,,,,,,
Mixteco,Tu'un savi,Mexico,Mexico-Central America-Caribbean,Mental health resilience advice video from MICOP (San Francisco Higos variety),https://www.youtube.com/watch?v=EGtd_5PGC_g,Video,,,,,,,,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=eT2ISW-Pbtc,Video,,,,,,,,
Alyawarr,Alyawarre,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=F_zaPXDSJjI,Video,,,,,,,,
Pashto,پښتو,"Afghanistan, Pakistan",Near East,Comedic (but informative!) hand washing cartoon,https://www.youtube.com/watch?v=FlwHbFsNlcg,Video,,,,,,,,
Warumungu,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=FmMZbAI1gSw,Video,,,,,,,,
Kinyarwanda,,"Rwanda, DR Congo, Uganda, Burundi",Africa,Refugee Response info video,https://www.youtube.com/watch?v=FMVCn8_1fnU&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=9,Video,,,,,,
Dinka,Thuɔŋjäŋ,South Sudan,Africa,Detailed information video,https://www.youtube.com/watch?v=fshJ3hbPo-4,Video,,,,,,,,
Akateko,Qanjobal,"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=GbR6duEPEWs,Video,,,,,,,,
Mam,,"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video (Mam/Spanish) - comprehensive,https://www.youtube.com/watch?v=g-nrN1JdZLQ,Video,,,,,,,,
Karen,,Myanmar,Southeast Asia,Informational video,https://www.youtube.com/watch?v=gUqr9iVb76I,Video,,,,,,,,
Karen,,Myanmar,Southeast Asia,Refugee Response info video,https://www.youtube.com/watch?v=gUqr9iVb76I&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=3,Video,,,,,,
Mafa,,"Cameroon, Nigeria",Africa,Information video,https://www.youtube.com/watch?v=I1wqxDGtDSs,Video,,,,,,,,
Triqui,,Mexico,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=I4dAdfkrS8w&amp,feature=emb_logo,Video,,,,,,,
Xitsonga,Tsonga,"South Africa, Zimbabwe, Mozambique",Africa,Prevention video,https://www.youtube.com/watch?v=IcwXEmp0-T4&amp,feature=emb_logo,Video,,,,,,,
American Sign Language,ASL,US,North America,CDC symptoms video,https://www.youtube.com/watch?v=IN_GVlbyC4Y,Video,,,,,,,,
Bafut,"Fut, Bufe",Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=iOA0uDeODU4,Video,,,,,,,,
Sepedi,"Pedi, Northern Sotho",South Africa,Africa,Prevention video,https://www.youtube.com/watch?v=Irc4ebkr5nQ&amp,feature=emb_logo,Video,,,,,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=iRY40ABdmKA,Video,,,,,,,,
Vietnamese,Tiếng Việt,Vietnam,Southeast Asia,"Information, prevention, and symptoms video",https://www.youtube.com/watch?v=iUwDk85xvWs,Video,,,,,,,,
Afrikaans,,South Africa,Africa,Prevention video,https://www.youtube.com/watch?v=j1gmFfFsYCM&amp,feature=emb_logo,Video,,,,,,,
Assamese,"অসমীয়া, Asamiya","India, Nepal",South Asia,Prevention &amp, info video based on WHO guidelines,https://www.youtube.com/watch?v=jcHlzfl6XHE,Video,,,,,,,
Nepali,नेपाली,"Nepal, India",South Asia,Information video,https://www.youtube.com/watch?v=jDa8gU-GOd8,Video,,,,,,,,
Itza',,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=Jjb0haBWtag&amp,feature=youtu.be,Video,,,,,,,
Zapoteco de San José Lachiguirí,"ditsë, dizde, Zapoteco de la Sierra sur noreste",Mexico,Mexico-Central America-Caribbean,Prevention and information video from MICOP,https://www.youtube.com/watch?v=jz3Jep7MvVI,Video,,,,,,,,
siSwati,Swazi,"Swaziland, South Africa, Lesotho, Mozambique",Africa,Prevention video,https://www.youtube.com/watch?v=keZsyqCQuDM&amp,feature=emb_logo,Video,,,,,,,
Palula,"پالولہ, Ashreti, Dangarikwar",Pakistan,South Asia,Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=KVY5l2mQzd4&amp,feature=youtu.be,Video,,,,,,,
Gojri,"गुर्जरी, گُوجَری, Gurjari, Gujri","Pakistan, India, Afghanistan","South Asia, Near East",Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=KwqOEPXLNYE&amp,feature=youtu.be,Video,,,,,,,
Mixteco del oeste,to'on savi,Mexico,Mexico-Central America-Caribbean,Access to care for immigrants video from MICOP,https://www.youtube.com/watch?v=l2h0vN7VUu8&amp,feature=emb_title,Video,,,,,,,
American Sign Language,ASL,US,North America,British Columbia PHSA informational videos,https://www.youtube.com/watch?v=lfAIvrSZg8c&amp,list=PLcE0nANeV5MqeYI-gxcGOFLnIM8s2YV1h,Video,,,,,,,
Noni,Noone,Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=lHgCnWSF-rw,Video,,,,,,,,
Zapoteco de Yatee,Zapoteco serrano del sureste,Mexico,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=lr0lnz6PapM,Video,,,,,,,,
Pashto,پښتو,"Afghanistan, Pakistan",Near East,Prevention and information audio message from Khyber Pakhtunkhwa govt,https://www.youtube.com/watch?v=lsg6Xdrb3Gk&amp,feature=youtu.be,Video,,,,,,,
Zou,"Zo, Zomi, Zokam","Myanmar, India","Southeast Asia, South Asia",How to stop the spread video,https://www.youtube.com/watch?v=m6NjEmUyMA0&amp,list=PL6XsN1SNHIDDUQ4xDwC6KMJKe6gcz8h4-&amp,index=4&amp,t=0s,Video,,,,,
Murrinh-Patha,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=M79LBpQdP4Q,Video,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=MACtA8_jxV0,Video,,,,,,,,
Burmese,မြန်မာဘာသာ,Myanmar,Southeast Asia,Informational video,https://www.youtube.com/watch?v=md6xDLo8hts&amp,feature=youtu.be,Video,,,,,,,
Western Arrarnta,Arrernte,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=MEeX5Xw1J2k,Video,,,,,,,,
Yucatec Maya,"mayaʼ tʼàan, maayat'aan",Mexico,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=MEJCqwR8Uzs,Video,,,,,,,,
Purépecha,"P'urhépecha, Tarascan",Mexico,Mexico-Central America-Caribbean,Information and prevention video from MICOP (Turícuaro variety),https://www.youtube.com/watch?v=mgDO5LsgmXQ,Video,,,,,,,,
Hyolmo,"Yolmo, Helambu Sherpa",Nepal,South Asia,Informational video from Indigenous Television,https://www.youtube.com/watch?v=MkehWOQNqmA,Video,,,,,,,,
Achi',,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=mNWATmiqVX0&amp,feature=youtu.be,Video,,,,,,,
Tz'utujil,,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=mtGOnvqMBaA&amp,t=8s,Video,,,,,,,
Mundabli,,Cameroon,Africa,Information video from VirALLanguages,https://www.youtube.com/watch?v=N1IDhDP6D9w,Video,,,,,,,,
Kirundi,,"Burundi, DRC, Uganda, Tanzania",Africa,Information and prevention video,https://www.youtube.com/watch?v=nGLqrrVXJU0,Video,,,,,,,,
siSwati,Swazi,"Swaziland, South Africa, Lesotho, Mozambique",Africa,Prevention with facts video,https://www.youtube.com/watch?v=nL7YyGuMKB0,Video,,,,,,,,
Sesotho,Sotho,"Lesotho, South Africa, Zimbabwe",Africa,Prevention video,https://www.youtube.com/watch?v=NRa2eRCjjpE,Video,,,,,,,,
Bosnian,bosanski / босански,Bosnia,Europe,Information video,https://www.youtube.com/watch?v=NtubTFJR2ng,Video,,,,,,,,
Greko,,Italy,Europe,Stay at home video,https://www.youtube.com/watch?v=o9PMb0JLzkw,Video,,,,,,,,
Sakapulteko,,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=oAXy-2ia-BM&amp,feature=youtu.be,Video,,,,,,,
K'iche',Kiche,Guatemala,Mexico-Central America-Caribbean,Basic prevention and info video,https://www.youtube.com/watch?v=OMvtRHFpWaI,Video,,,,,,,,
Tektiteko,"B'a'aj, Teco, Kʼontiʼl, Qyool",Guatemala,Mexico-Central America-Caribbean,Basic prevention and info video,https://www.youtube.com/watch?v=OMvtRHFpWaI,Video,,,,,,,,
Swahili,Kiswahili,"Kenya, Tanzania, Uganda, Burundi, DRC",Africa,Information and prevention video,https://www.youtube.com/watch?v=op5hvKdCPT8,Video,,,,,,,,
Q'eqchí',,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://www.youtube.com/watch?v=opumoMsGdm4,Video,,,,,,,,
Popti',"Jakalteka, Jakalteko, Abxub'al","Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=ORUEwTzV8V4&amp,feature=youtu.be,Video,,,,,,,
Chalchiteko,,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=oV3PNkFEABQ&amp,feature=youtu.be,Video,,,,,,,
Nepali,नेपाली,"Nepal, India",South Asia,Information video,https://www.youtube.com/watch?v=pD5GvN3Z-oE,Video,,,,,,,,
Central Arrernte,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=pdJWoX81Zvs,Video,,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,Information video,https://www.youtube.com/watch?v=PRaakn6-lnM,Video,,,,,,,,
Masa,"Massa, Masana","Chad, Cameroon",Africa,Information and prevention video from VirALLanguages,https://www.youtube.com/watch?v=pUIVsTO35Zc,Video,,,,,,,,
Kaqchikel Maya,"Kakchikel, Kakchiquel","Guatemala, Mexico",Mexico-Central America-Caribbean,Information video for children,https://www.youtube.com/watch?v=pwpAaJQaFl8,Video,,,,,,,,
Garifuna,,"Belize, Honduras, Guatemala, Mexico, Nicaragua",Mexico-Central America-Caribbean,Honduras health dept prevention video,https://www.youtube.com/watch?v=qdj-fOUBoGQ,Video,,,,,,,,
Nasa Yuwe,Páez,Colombia,South America,Hand washing video,https://www.youtube.com/watch?v=QXdOUdNGRRM,Video,,,,,,,,
Poqomam,,Guatemala,Mexico-Central America-Caribbean,Information video,https://www.youtube.com/watch?v=Rh2tuebn8jU,Video,,,,,,,,
Tseltal,Tzeltal,Mexico,Mexico-Central America-Caribbean,What to do if sick video,https://www.youtube.com/watch?v=-s1viVKJNNs,Video,,,,,,,,
Poqomchi',,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=StctFPfSYp8&amp,feature=youtu.be,Video,,,,,,,
Xitsonga,Tsonga,"South Africa, Zimbabwe, Mozambique",Africa,Prevention with facts video,https://www.youtube.com/watch?v=tFk62813qjE,Video,,,,,,,,
Xhosa,isiXhosa,South Africa,Africa,Prevention video,https://www.youtube.com/watch?v=tfYrLQjz47s,Video,,,,,,,,
Ngarinyman,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=tGbUTZjvN4M,Video,,,,,,,,
Oshie,"Ngoshie, Ngishe",Cameroon,Africa,Information and prevention video from VirALLanguages,https://www.youtube.com/watch?v=tqnFQDoh9j0,Video,,,,,,,,
Jamaican Country Sign Language,Konchri Sain,Jamaica,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=ts1xFOIL4q0&amp,feature=youtu.be,Video,,,,,,,
Mungbam,,Cameroon,Africa,Information video from VirALLanguages (Zaah Biyah variety),https://www.youtube.com/watch?v=uD2EKcDIkvY,Video,,,,,,,,
Somali,Af-Soomaali,"Somalia, Kenya",Africa,Information video,https://www.youtube.com/watch?v=uHvXok04Rjc,Video,,,,,,,,
"Mixteco de Cuautipan, Guerrero",,Mexico,Mexico-Central America-Caribbean,ELA informational video,https://www.youtube.com/watch?v=vB6Jmu6JB2M,Video,,,,,,,,
Mixteco,Tu'un savi,Mexico,Mexico-Central America-Caribbean,How to make a cloth mask (San Juan PiÑas variety),https://www.youtube.com/watch?v=vDXT7FanYOw,Video,,,,,,,,
Q'anjob'al,,Guatemala,Mexico-Central America-Caribbean,Information and prevention video,https://www.youtube.com/watch?v=Vn7tLDbgLI0&amp,feature=youtu.be,Video,,,,,,,
Nuer,Thok Naath,"South Sudan, Ethiopia",Africa,&ldquo,What is coronavirus&rdquo, video,https://www.youtube.com/watch?v=vnNwtoF9mXo&amp,list=PL6XsN1SNHIDDUQ4xDwC6KMJKe6gcz8h4-&amp,index=28&amp,t=0s,Video,,,
Tzotzil,"Tsotsil, Batsʼi kʼop",Mexico,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=Vwrgdzaq7D8,Video,,,,,,,,
Dinka,Thuɔŋjäŋ,South Sudan,Africa,Information video,https://www.youtube.com/watch?v=W2a1WQ-o0Jc,Video,,,,,,,,
Warlpiri,,Australia,Australia,Information video from Northern Land Council,https://www.youtube.com/watch?v=WO6AIjV5Qt8,Video,,,,,,,,
Zulu,isiZulu,"South Africa, Swaziland, Lesotho",Africa,Prevention video,https://www.youtube.com/watch?v=XIEwQPx_wA8&amp,feature=emb_logo,Video,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,Refugee Response info video,https://www.youtube.com/watch?v=xobF3Hv1tIg&amp,list=PLOZioxrIwCv3XMucYU8AmVRC7R7vLnYEJ&amp,index=4,Video,,,,,,
Ch'orti',,Guatemala,Mexico-Central America-Caribbean,Basic prevention and info video,https://www.youtube.com/watch?v=-Yb9vYoPFgs,Video,,,,,,,,
Chuj,Koti',"Guatemala, Mexico",Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=Z6mTZKmhxig&amp,feature=youtu.be,Video,,,,,,,
Indus Kohistani,"Kōstāĩ, Abasin Kohistani",Pakistan,South Asia,Information and prevention audio message from Khyber Pakhtunkhwa govt.,https://www.youtube.com/watch?v=znRdRq-RMts&amp,feature=youtu.be,Video,,,,,,,
Arabic,العربية,Arabic (العربية):,Near East,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-ar.pdf,Document,,,,,,,,
Bengali,"বাংলা, Bangla","India, Bangladesh",South Asia,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-be.pdf,Document,,,,,,,,
Haitian Creole,kreyòl ayisyen,Haiti,Mexico-Central America-Caribbean,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-cr.pdf,Document,,,,,,,,
French,français,,"Europe, Africa, North America",NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-fr.pdf,Document,,,,,,,,
Greek,Ελληνικά,Greece,Europe,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-gr.pdf,Document,,,,,,,,
